game_id,season,game_type,week,gameday,weekday,gametime,away_team,away_score,home_team,home_score,location,result,total,overtime,old_game_id,gsis,nfl_detail_id,pfr,pff,espn,ftn,away_rest,home_rest,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,div_game,roof,surface,temp,wind,away_qb_id,home_qb_id,away_qb_name,home_qb_name,away_coach,home_coach,referee,stadium_id,stadium
2026_01_MIA_LV,2026,REG,1,2026-09-13,Sunday,16:25,MIA,13,LV,27,Home,14,40,0,2026091309,60189,NA,202609130rai,30618,401872928,7030,7,7,142,-170,3,-110,-110,40.5,-110,-110,0,dome,grass,NA,NA,00-0038128,00-0029604,Malik Willis,Kirk Cousins,Jeff Hafley,Klint Kubliak,Clete Blakeman,VEG00,Allegiant Stadium
2026_01_GB_MIN,2026,REG,1,2026-09-13,Sunday,16:25,GB,22,MIN,39,Home,17,61,0,2026091310,60190,NA,202609130min,30619,401872927,7031,7,7,105,-125,1.5,-105,-115,46.5,-118,-102,1,dome,sportturf,NA,NA,00-0036264,00-0035228,Jordan Love,Kyler Murray,Matt LaFleur,Kevin O'Connell,Shawn Hochuli,MIN01,U.S. Bank Stadium
2026_01_WAS_PHI,2026,REG,1,2026-09-13,Sunday,16:25,WAS,22,PHI,24,Home,2,46,0,2026091311,60191,NA,202609130phi,30620,401872929,7032,7,7,200,-245,6,-110,-110,43.5,-105,-115,1,outdoors,grass,82,7,00-0039910,00-0036389,Jayden Daniels,Jalen Hurts,Dan Quinn,Nick Sirianni,Shawn Smith,PHI00,Lincoln Financial Field
2026_01_DAL_NYG,2026,REG,1,2026-09-13,Sunday,20:20,DAL,20,NYG,28,Home,8,48,0,2026091312,60192,NA,202609130nyg,30608,401872930,7033,7,7,-166,140,-3,-112,-108,47.5,-105,-115,1,outdoors,fieldturf,80,7,00-0033077,00-0040691,Dak Prescott,Jaxson Dart,Brian Schottenheimer,John Harbaugh,Carl Cheffers,NYC01,MetLife Stadium
2026_01_DEN_KC,2026,REG,1,2026-09-14,Monday,20:15,DEN,10,KC,31,Home,21,41,0,2026091400,60193,NA,202609140kan,30621,401872931,7034,7,7,110,-130,2.5,-112,-108,42.5,-110,-110,1,outdoors,grass,91,13,00-0039732,00-0033873,Bo Nix,Patrick Mahomes,Sean Payton,Andy Reid,Clay Martin,KAN00,GEHA Field at Arrowhead Stadium
2026_02_DET_BUF,2026,REG,2,2026-09-17,Thursday,20:15,DET,NA,BUF,NA,Home,NA,NA,NA,2026091700,NA,NA,202609170buf,NA,401872932,7035,4,4,195,-238,4.5,-102,-118,54.5,-102,-118,0,outdoors,a_turf,NA,NA,00-0033106,00-0034857,Jared Goff,Josh Allen,Dan Campbell,Sean McDermott,NA,BUF00,Highmark Stadium
2026_02_CAR_ATL,2026,REG,2,2026-09-20,Sunday,13:00,CAR,NA,ATL,NA,Home,NA,NA,NA,2026092000,NA,NA,202609200atl,NA,401872933,7036,7,7,-148,124,-2.5,-118,-102,43.5,-105,-115,1,NA,fieldturf,NA,NA,00-0039150,00-0036212,Bryce Young,Tua Tagovailoa,Dave Canales,Raheem Morris,NA,ATL97,Mercedes-Benz Stadium
2026_02_NO_BAL,2026,REG,2,2026-09-20,Sunday,13:00,NO,NA,BAL,NA,Home,NA,NA,NA,2026092001,NA,NA,202609200rav,NA,401872938,7037,7,7,300,-380,8.5,-115,-105,46.5,-102,-118,0,outdoors,grass,NA,NA,00-0040743,00-0034796,Tyler Shough,Lamar Jackson,Kellen Moore,Jesse Minter,NA,BAL00,M&T Bank Stadium
2026_02_MIN_CHI,2026,REG,2,2026-09-20,Sunday,13:00,MIN,NA,CHI,NA,Home,NA,NA,NA,2026092002,NA,NA,202609200chi,NA,401872937,7038,7,7,170,-205,4.5,-112,-108,48.5,-110,-110,1,outdoors,grass,NA,NA,00-0035228,00-0039918,Kyler Murray,Caleb Williams,Kevin O'Connell,Ben Johnson,NA,CHI98,Soldier Field
2026_02_CIN_HOU,2026,REG,2,2026-09-20,Sunday,13:00,CIN,NA,HOU,NA,Home,NA,NA,NA,2026092003,NA,NA,202609200htx,NA,401872934,7039,7,7,120,-142,2.5,-102,-118,46.5,-115,-105,0,NA,astroturf,NA,NA,00-0036442,00-0039163,Joe Burrow,C.J. Stroud,Zac Taylor,DeMeco Ryans,NA,HOU00,Reliant Stadium
2026_02_PIT_NE,2026,REG,2,2026-09-20,Sunday,13:00,PIT,NA,NE,NA,Home,NA,NA,NA,2026092004,NA,NA,202609200nwe,NA,401872946,7040,7,11,180,-218,5.5,-115,-105,41.5,-108,-112,0,outdoors,fieldturf,NA,NA,00-0023459,00-0039851,Aaron Rodgers,Drake Maye,Mike McCarthy,Mike Vrabel,NA,BOS00,Gillette Stadium
2026_02_GB_NYJ,2026,REG,2,2026-09-20,Sunday,13:00,GB,NA,NYJ,NA,Home,NA,NA,NA,2026092005,NA,NA,202609200nyj,NA,401872936,7041,7,7,-192,160,-3.5,-112,-108,44.5,-110,-110,0,outdoors,fieldturf,NA,NA,00-0036264,00-0030565,Jordan Love,Geno Smith,Matt LaFleur,Aaron Glenn,NA,NYC01,MetLife Stadium
2026_02_CLE_TB,2026,REG,2,2026-09-20,Sunday,13:00,CLE,NA,TB,NA,Home,NA,NA,NA,2026092006,NA,NA,202609200tam,NA,401872935,7042,7,7,340,-440,8.5,-112,-108,41.5,-110,-110,0,outdoors,grass,NA,NA,00-0033537,00-0034855,Deshaun Watson,Baker Mayfield,Todd Monken,Todd Bowles,NA,TAM00,Raymond James Stadium
2026_02_PHI_TEN,2026,REG,2,2026-09-20,Sunday,13:00,PHI,NA,TEN,NA,Home,NA,NA,NA,2026092007,NA,NA,202609200oti,NA,401872939,7043,7,7,-325,260,-7,-112,-108,39.5,-110,-110,0,outdoors,grass,NA,NA,00-0036389,00-0040676,Jalen Hurts,Cam Ward,Nick Sirianni,Robert Saleh,NA,NAS00,Nissan Stadium
2026_02_JAX_DEN,2026,REG,2,2026-09-20,Sunday,16:05,JAX,NA,DEN,NA,Home,NA,NA,NA,2026092008,NA,NA,202609200den,NA,401872940,7044,7,6,124,-148,2.5,-102,-118,45.5,-112,-108,0,outdoors,grass,NA,NA,00-0036971,00-0039732,Trevor Lawrence,Bo Nix,Liam Coen,Sean Payton,NA,DEN00,Empower Field at Mile High
2026_02_LV_LAC,2026,REG,2,2026-09-20,Sunday,16:05,LV,NA,LAC,NA,Home,NA,NA,NA,2026092009,NA,NA,202609200sdg,NA,401872941,7045,7,7,245,-305,6.5,-102,-118,43.5,-110,-110,1,dome,matrixturf,NA,NA,00-0029604,00-0036355,Kirk Cousins,Justin Herbert,Klint Kubliak,Jim Harbaugh,NA,LAX01,SoFi Stadium
2026_02_SEA_ARI,2026,REG,2,2026-09-20,Sunday,16:25,SEA,NA,ARI,NA,Home,NA,NA,NA,2026092010,NA,NA,202609200crd,NA,401872943,7046,11,7,-218,180,-3.5,-120,100,40.5,-102,-118,1,NA,grass,NA,NA,00-0035704,00-0033119,Drew Lock,Jacoby Brissett,Mike Macdonald,Jonathan Gannon,NA,PHO00,State Farm Stadium
2026_02_WAS_DAL,2026,REG,2,2026-09-20,Sunday,16:25,WAS,NA,DAL,NA,Home,NA,NA,NA,2026092011,NA,NA,202609200dal,NA,401872944,7047,7,7,180,-218,4.5,-115,-105,50.5,-112,-108,1,NA,matrixturf,NA,NA,00-0039910,00-0033077,Jayden Daniels,Dak Prescott,Dan Quinn,Brian Schottenheimer,NA,DAL00,AT&T Stadium
2026_02_MIA_SF,2026,REG,2,2026-09-20,Sunday,16:25,MIA,NA,SF,NA,Home,NA,NA,NA,2026092012,NA,NA,202609200sfo,NA,401872942,7048,7,10,625,-950,13.5,-115,-105,44.5,-105,-115,0,outdoors,grass,NA,NA,00-0038128,00-0037834,Malik Willis,Brock Purdy,Jeff Hafley,Kyle Shanahan,NA,SFO01,Levi's Stadium
2026_02_IND_KC,2026,REG,2,2026-09-20,Sunday,20:20,IND,NA,KC,NA,Home,NA,NA,NA,2026092013,NA,NA,202609200kan,NA,401872945,7049,7,6,230,-285,6.5,100,-120,46.5,-110,-110,0,outdoors,grass,NA,NA,00-0035710,00-0033873,Daniel Jones,Patrick Mahomes,Shane Steichen,Andy Reid,NA,KAN00,GEHA Field at Arrowhead Stadium
2026_02_NYG_LA,2026,REG,2,2026-09-21,Monday,20:15,NYG,NA,LA,NA,Home,NA,NA,NA,2026092100,NA,NA,202609210ram,NA,401872947,7050,8,11,280,-355,7,-105,-115,47.5,-105,-115,0,dome,matrixturf,NA,NA,00-0040691,00-0026498,Jaxson Dart,Matthew Stafford,John Harbaugh,Sean McVay,NA,LAX01,SoFi Stadium
2026_03_ATL_GB,2026,REG,3,2026-09-24,Thursday,20:15,ATL,NA,GB,NA,Home,NA,NA,NA,2026092400,NA,NA,202609240gnb,NA,401872948,7051,4,4,250,-310,6.5,-105,-115,46.5,-110,-110,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Raheem Morris,Matt LaFleur,NA,GNB00,Lambeau Field
2026_03_LAC_BUF,2026,REG,3,2026-09-27,Sunday,13:00,LAC,NA,BUF,NA,Home,NA,NA,NA,2026092700,NA,NA,202609270buf,NA,401872953,7052,7,10,185,-225,4.5,-110,-110,49.5,-110,-110,0,outdoors,a_turf,NA,NA,NA,NA,NA,NA,Jim Harbaugh,Sean McDermott,NA,BUF00,Highmark Stadium
2026_03_CAR_CLE,2026,REG,3,2026-09-27,Sunday,13:00,CAR,NA,CLE,NA,Home,NA,NA,NA,2026092701,NA,NA,202609270cle,NA,401872949,7053,7,7,-142,120,-2.5,-115,-105,40.5,-110,-110,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Dave Canales,Todd Monken,NA,CLE00,Huntington Bank Field
2026_03_NYJ_DET,2026,REG,3,2026-09-27,Sunday,13:00,NYJ,NA,DET,NA,Home,NA,NA,NA,2026092702,NA,NA,202609270det,NA,401872954,7054,7,10,270,-340,7,-110,-110,48.5,-110,-110,0,dome,fieldturf,NA,NA,NA,NA,NA,NA,Aaron Glenn,Dan Campbell,NA,DET00,Ford Field
2026_03_HOU_IND,2026,REG,3,2026-09-27,Sunday,13:00,HOU,NA,IND,NA,Home,NA,NA,NA,2026092703,NA,NA,202609270clt,NA,401872951,7055,7,7,-135,114,-2.5,-110,-110,45.5,-110,-110,1,NA,fieldturf,NA,NA,NA,NA,NA,NA,DeMeco Ryans,Shane Steichen,NA,IND00,Lucas Oil Stadium
2026_03_NE_JAX,2026,REG,3,2026-09-27,Sunday,13:00,NE,NA,JAX,NA,Home,NA,NA,NA,2026092704,NA,NA,202609270jax,NA,401872957,7056,7,7,114,-135,2.5,-110,-110,45.5,-110,-110,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Mike Vrabel,Liam Coen,NA,JAX00,EverBank Stadium
2026_03_KC_MIA,2026,REG,3,2026-09-27,Sunday,13:00,KC,NA,MIA,NA,Home,NA,NA,NA,2026092705,NA,NA,202609270mia,NA,401872952,7057,7,7,-455,350,-8.5,-110,-110,44.5,-110,-110,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Andy Reid,Jeff Hafley,NA,MIA00,Hard Rock Stadium
2026_03_TEN_NYG,2026,REG,3,2026-09-27,Sunday,13:00,TEN,NA,NYG,NA,Home,NA,NA,NA,2026092706,NA,NA,202609270nyg,NA,401872956,7058,7,6,205,-250,5.5,-110,-110,43.5,-110,-110,0,outdoors,fieldturf,NA,NA,NA,NA,NA,NA,Robert Saleh,John Harbaugh,NA,NYC01,MetLife Stadium
2026_03_CIN_PIT,2026,REG,3,2026-09-27,Sunday,13:00,CIN,NA,PIT,NA,Home,NA,NA,NA,2026092707,NA,NA,202609270pit,NA,401872950,7059,7,7,-135,114,-2.5,-110,-110,45.5,-110,-110,1,outdoors,grass,NA,NA,NA,NA,NA,NA,Zac Taylor,Mike McCarthy,NA,PIT00,Acrisure Stadium
2026_03_SEA_WAS,2026,REG,3,2026-09-27,Sunday,13:00,SEA,NA,WAS,NA,Home,NA,NA,NA,2026092708,NA,NA,202609270was,NA,401872955,7060,7,7,-135,114,-2.5,-110,-110,41.5,-110,-110,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Mike Macdonald,Dan Quinn,NA,WAS00,Northwest Stadium
2026_03_ARI_SF,2026,REG,3,2026-09-27,Sunday,16:05,ARI,NA,SF,NA,Home,NA,NA,NA,2026092709,NA,NA,202609270sfo,NA,401872958,7061,7,7,370,-485,8.5,-110,-110,47.5,-110,-110,1,outdoors,grass,NA,NA,NA,NA,NA,NA,Jonathan Gannon,Kyle Shanahan,NA,SFO01,Levi's Stadium
2026_03_MIN_TB,2026,REG,3,2026-09-27,Sunday,16:05,MIN,NA,TB,NA,Home,NA,NA,NA,2026092710,NA,NA,202609270tam,NA,401872959,7062,7,7,105,-125,1.5,-110,-110,45.5,-110,-110,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Kevin O'Connell,Todd Bowles,NA,TAM00,Raymond James Stadium
2026_03_BAL_DAL,2026,REG,3,2026-09-27,Sunday,16:25,BAL,NA,DAL,NA,Neutral,NA,NA,NA,2026092711,NA,NA,202609270dal,NA,401872960,7063,7,7,-155,130,-3,-110,-110,52.5,-110,-110,0,NA,matrixturf,NA,NA,NA,NA,NA,NA,Jesse Minter,Brian Schottenheimer,NA,RIO00,Maracana Stadium
2026_03_LV_NO,2026,REG,3,2026-09-27,Sunday,16:25,LV,NA,NO,NA,Home,NA,NA,NA,2026092712,NA,NA,202609270nor,NA,401872961,7064,7,7,140,-166,3,-110,-110,45.5,-110,-110,0,dome,sportturf,NA,NA,NA,NA,NA,NA,Klint Kubliak,Kellen Moore,NA,NOR00,Caesars Superdome
2026_03_LA_DEN,2026,REG,3,2026-09-27,Sunday,20:20,LA,NA,DEN,NA,Home,NA,NA,NA,2026092713,NA,NA,202609270den,NA,401872962,7065,6,7,-135,114,-2.5,-110,-110,46.5,-110,-110,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Sean McVay,Sean Payton,NA,DEN00,Empower Field at Mile High
2026_03_PHI_CHI,2026,REG,3,2026-09-28,Monday,20:15,PHI,NA,CHI,NA,Home,NA,NA,NA,2026092800,NA,NA,202609280chi,NA,401872963,7066,8,8,-102,-118,1.5,-115,-105,47.5,-110,-110,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Nick Sirianni,Ben Johnson,NA,CHI98,Soldier Field
2026_04_PIT_CLE,2026,REG,4,2026-10-01,Thursday,20:15,PIT,NA,CLE,NA,Home,NA,NA,NA,2026100100,NA,NA,202610010cle,NA,401872964,7067,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,outdoors,grass,NA,NA,NA,NA,NA,NA,Mike McCarthy,Todd Monken,NA,CLE00,Huntington Bank Field
2026_04_IND_WAS,2026,REG,4,2026-10-04,Sunday,09:30,IND,NA,WAS,NA,Neutral,NA,NA,NA,2026100400,NA,NA,202610040was,NA,401872965,7068,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Shane Steichen,Dan Quinn,NA,LON02,Tottenham Hotspur Stadium
2026_04_TEN_BAL,2026,REG,4,2026-10-04,Sunday,13:00,TEN,NA,BAL,NA,Home,NA,NA,NA,2026100401,NA,NA,202610040rav,NA,401872973,7069,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Robert Saleh,Jesse Minter,NA,BAL00,M&T Bank Stadium
2026_04_NE_BUF,2026,REG,4,2026-10-04,Sunday,13:00,NE,NA,BUF,NA,Home,NA,NA,NA,2026100402,NA,NA,202610040buf,NA,401872971,7070,7,7,NA,NA,NA,NA,NA,NA,NA,NA,1,outdoors,a_turf,NA,NA,NA,NA,NA,NA,Mike Vrabel,Sean McDermott,NA,BUF00,Highmark Stadium
2026_04_NYJ_CHI,2026,REG,4,2026-10-04,Sunday,13:00,NYJ,NA,CHI,NA,Home,NA,NA,NA,2026100403,NA,NA,202610040chi,NA,401872972,7071,7,6,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Aaron Glenn,Ben Johnson,NA,CHI98,Soldier Field
2026_04_JAX_CIN,2026,REG,4,2026-10-04,Sunday,13:00,JAX,NA,CIN,NA,Home,NA,NA,NA,2026100404,NA,NA,202610040cin,NA,401872969,7072,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,fieldturf,NA,NA,NA,NA,NA,NA,Liam Coen,Zac Taylor,NA,CIN00,Paycor Stadium
2026_04_DAL_HOU,2026,REG,4,2026-10-04,Sunday,13:00,DAL,NA,HOU,NA,Home,NA,NA,NA,2026100405,NA,NA,202610040htx,NA,401872967,7073,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,astroturf,NA,NA,NA,NA,NA,NA,Brian Schottenheimer,DeMeco Ryans,NA,HOU00,Reliant Stadium
2026_04_ARI_NYG,2026,REG,4,2026-10-04,Sunday,13:00,ARI,NA,NYG,NA,Home,NA,NA,NA,2026100406,NA,NA,202610040nyg,NA,401872966,7074,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,fieldturf,NA,NA,NA,NA,NA,NA,Jonathan Gannon,John Harbaugh,NA,NYC01,MetLife Stadium
2026_04_LA_PHI,2026,REG,4,2026-10-04,Sunday,13:00,LA,NA,PHI,NA,Home,NA,NA,NA,2026100407,NA,NA,202610040phi,NA,401872970,7075,7,6,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Sean McVay,Nick Sirianni,NA,PHI00,Lincoln Financial Field
2026_04_GB_TB,2026,REG,4,2026-10-04,Sunday,13:00,GB,NA,TB,NA,Home,NA,NA,NA,2026100408,NA,NA,202610040tam,NA,401872968,7076,10,7,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Matt LaFleur,Todd Bowles,NA,TAM00,Raymond James Stadium
2026_04_MIA_MIN,2026,REG,4,2026-10-04,Sunday,16:05,MIA,NA,MIN,NA,Home,NA,NA,NA,2026100409,NA,NA,202610040min,NA,401872974,7077,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,dome,sportturf,NA,NA,NA,NA,NA,NA,Jeff Hafley,Kevin O'Connell,NA,MIN01,U.S. Bank Stadium
2026_04_KC_LV,2026,REG,4,2026-10-04,Sunday,16:25,KC,NA,LV,NA,Home,NA,NA,NA,2026100410,NA,NA,202610040rai,NA,401872976,7078,7,7,NA,NA,NA,NA,NA,NA,NA,NA,1,dome,grass,NA,NA,NA,NA,NA,NA,Andy Reid,Klint Kubliak,NA,VEG00,Allegiant Stadium
2026_04_LAC_SEA,2026,REG,4,2026-10-04,Sunday,16:25,LAC,NA,SEA,NA,Home,NA,NA,NA,2026100411,NA,NA,202610040sea,NA,401872977,7079,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,fieldturf,NA,NA,NA,NA,NA,NA,Jim Harbaugh,Mike Macdonald,NA,SEA00,Lumen Field
2026_04_DEN_SF,2026,REG,4,2026-10-04,Sunday,16:25,DEN,NA,SF,NA,Home,NA,NA,NA,2026100412,NA,NA,202610040sfo,NA,401872975,7080,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Sean Payton,Kyle Shanahan,NA,SFO01,Levi's Stadium
2026_04_DET_CAR,2026,REG,4,2026-10-04,Sunday,20:20,DET,NA,CAR,NA,Home,NA,NA,NA,2026100413,NA,NA,202610040car,NA,401872978,7081,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Dan Campbell,Dave Canales,NA,CAR00,Bank of America Stadium
2026_04_ATL_NO,2026,REG,4,2026-10-05,Monday,20:15,ATL,NA,NO,NA,Home,NA,NA,NA,2026100500,NA,NA,202610050nor,NA,401872979,7082,11,8,NA,NA,NA,NA,NA,NA,NA,NA,1,dome,sportturf,NA,NA,NA,NA,NA,NA,Raheem Morris,Kellen Moore,NA,NOR00,Caesars Superdome
2026_05_TB_DAL,2026,REG,5,2026-10-08,Thursday,20:15,TB,NA,DAL,NA,Home,NA,NA,NA,2026100800,NA,NA,202610080dal,NA,401872980,7083,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,matrixturf,NA,NA,NA,NA,NA,NA,Todd Bowles,Brian Schottenheimer,NA,DAL00,AT&T Stadium
2026_05_PHI_JAX,2026,REG,5,2026-10-11,Sunday,09:30,PHI,NA,JAX,NA,Home,NA,NA,NA,2026101100,NA,NA,202610110jax,NA,401872981,7084,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Nick Sirianni,Liam Coen,NA,JAX00,Tottenham Hotspur Stadium
2026_05_CIN_MIA,2026,REG,5,2026-10-11,Sunday,13:00,CIN,NA,MIA,NA,Home,NA,NA,NA,2026101101,NA,NA,202610110mia,NA,401872982,7085,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Zac Taylor,Jeff Hafley,NA,MIA00,Hard Rock Stadium
2026_05_LV_NE,2026,REG,5,2026-10-11,Sunday,13:00,LV,NA,NE,NA,Home,NA,NA,NA,2026101102,NA,NA,202610110nwe,NA,401872986,7086,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,fieldturf,NA,NA,NA,NA,NA,NA,Klint Kubliak,Mike Vrabel,NA,BOS00,Gillette Stadium
2026_05_MIN_NO,2026,REG,5,2026-10-11,Sunday,13:00,MIN,NA,NO,NA,Home,NA,NA,NA,2026101103,NA,NA,202610110nor,NA,401872987,7087,7,6,NA,NA,NA,NA,NA,NA,NA,NA,0,dome,sportturf,NA,NA,NA,NA,NA,NA,Kevin O'Connell,Kellen Moore,NA,NOR00,Caesars Superdome
2026_05_CLE_NYJ,2026,REG,5,2026-10-11,Sunday,13:00,CLE,NA,NYJ,NA,Home,NA,NA,NA,2026101104,NA,NA,202610110nyj,NA,401872983,7088,10,7,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,fieldturf,NA,NA,NA,NA,NA,NA,Todd Monken,Aaron Glenn,NA,NYC01,MetLife Stadium
2026_05_IND_PIT,2026,REG,5,2026-10-11,Sunday,13:00,IND,NA,PIT,NA,Home,NA,NA,NA,2026101105,NA,NA,202610110pit,NA,401872985,7089,7,10,NA,NA,NA,NA,NA,NA,NA,NA,0,outdoors,grass,NA,NA,NA,NA,NA,NA,Shane Steichen,Mike McCarthy,NA,PIT00,Acrisure Stadium
2026_05_HOU_TEN,2026,REG,5,2026-10-11,Sunday,13:00,HOU,NA,TEN,NA,Home,NA,NA,NA,2026101106,NA,NA,202610110oti,NA,401872984,7090,7,7,NA,NA,NA,NA,NA,NA,NA,NA,1,outdoors,grass,NA,NA,NA,NA,NA,NA,DeMeco Ryans,Robert Saleh,NA,NAS00,Nissan Stadium
